x,y,z
-0.0000569978728890419,0.00018898490816354752,0.000056811608374118805
0.00017571169883012772,-0.000014635734260082245,-0.00017589842900633812
-0.00008608680218458176,0.00007263198494911194,0.00011498946696519852
0.0001466246321797371,0.000014454126358032227,0.00014407793059945107
-0.00002790801227092743,-0.00013098958879709244,0.00017316685989499092
-0.00008608680218458176,0.00007263105362653732,0.00008590053766965866
-0.00026061851531267166,-0.0002764342352747917,-0.00011772103607654572
-0.0007842183113098145,-0.00036370009183883667,-0.00011772150173783302
-0.0022095656022429466,-0.002516272012144327,-0.00011772103607654572
-0.0005224179476499557,-0.0001600794494152069,-0.00020498782396316528
-0.0005515078082680702,-0.00013098958879709244,0.00011498946696519852
-0.0006678607314825058,-0.0001600794494152069,0.00017316685989499092
-0.0004060622304677963,-0.00016007758677005768,0.00023134518414735794
-0.00008608680218458176,-0.00018916744738817215,0.00008590100333094597
0.00020480435341596603,0.000014453195035457611,-0.00023407628759741783
-0.0008133072406053543,-0.00018916744738817215,0.00028952257707715034
-0.0002315286546945572,-0.00010190065950155258,0.00002772267907857895
-0.00008608680218458176,0.00010171998292207718,0.00011498946696519852
-0.0000569978728890419,0.000014455057680606842,-0.00011772150173783302
-0.00014426466077566147,-0.000043723732233047485,-0.00029225368052721024
-0.0002606203779578209,0.00007263105362653732,0.00002772267907857895
0.00005935691297054291,-0.00018916651606559753,0.000056811608374118805
-0.000115174800157547,-0.000014635734260082245,0.000027723144739866257
-0.00023153051733970642,-0.000014635734260082245,-0.000001366250216960907
-0.00014426372945308685,-0.00007281359285116196,-0.000001366250216960907
-0.00023153144866228104,0.000014454126358032227,0.00008590100333094597
-0.00043515395373106003,-0.00007281079888343811,-0.00008863210678100586
-0.00014426466077566147,0.00024716369807720184,0.00020225578919053078
-0.000522419810295105,0.00007263105362653732,0.00017316779121756554
-0.00020244158804416656,-0.00016007758677005768,-0.00011772150173783302
-0.00017335359007120132,-0.00007281266152858734,-0.000030454713851213455
-0.000115174800157547,-0.00007281266152858734,-0.00014680949971079826
0.0000011799857020378113,-0.0001600794494152069,0.000056811608374118805
-0.00026061851531267166,0.00007263105362653732,-0.000001366250216960907
-0.00017335359007120132,0.000014454126358032227,-0.00029225461184978485
-0.00008608680218458176,-0.00016007758677005768,-0.00011772150173783302
-0.0000569978728890419,0.00007263105362653732,-0.00008863210678100586
-0.00034788530319929123,-0.000014635734260082245,-0.00020498782396316528
-0.00023153051733970642,0.00010171998292207718,-0.00014680996537208557
-0.00008608680218458176,0.000014453195035457611,-0.00020498735830187798
-0.0003769742324948311,0.0001017209142446518,0.00014407839626073837
-0.00020244158804416656,0.0003344295546412468,-0.00011772150173783302
-0.0004351530224084854,0.00018898677080869675,0.0002604336477816105
-0.00014426372945308685,-0.00010190065950155258,-0.00020498782396316528
-0.00017335359007120132,-0.00010190065950155258,-0.000030454713851213455
-0.0005515068769454956,0.00004354119300842285,-0.00005954364314675331
-0.00008608680218458176,0.000014453195035457611,-0.00014680949971079826
-0.000115174800157547,0.00015989691019058228,-0.00005954364314675331
-0.00014426466077566147,-0.000014633871614933014,0.000056811608374118805
-0.00008608680218458176,0.00013080798089504242,-0.00008863257244229317
0.000030268914997577667,0.00010171998292207718,-0.00011772103607654572
-0.0001733517274260521,0.00010171998292207718,-0.0003213430754840374
-0.0002897055819630623,0.00018898677080869675,-0.00011772150173783302
0.000030268914997577667,0.00004354305565357208,-0.0003795200027525425
-0.000056996941566467285,-0.00010190345346927643,0.00002772267907857895
-0.0002606203779578209,0.000014453195035457611,-0.00023407628759741783
-0.00031879544258117676,0.0001598978415131569,-0.00014681043103337288
-0.00034788530319929123,0.00036351755261421204,0.000056811608374118805
-0.0002024434506893158,0.00007263105362653732,-0.00040860893204808235
-0.0003769751638174057,0.000014454126358032227,-0.00011772150173783302
-0.00017335359007120132,0.00010171998292207718,-0.00014680996537208557
0.00005935691297054291,0.000014454126358032227,-0.00023407628759741783
-0.0002024434506893158,0.00021807663142681122,0.000056811608374118805
-0.00034788530319929123,0.00013080798089504242,-0.00005954364314675331
-0.00031879544258117676,-0.00004372280091047287,-0.00029225461184978485
-0.00046424008905887604,0.00018898490816354752,-0.00008863210678100586
0.0000011799857020378113,0.00007263105362653732,-0.00011772103607654572
-0.00014426466077566147,0.00004354119300842285,-0.000263165682554245
-0.00034788530319929123,0.0002180757001042366,-0.00023407628759741783
-0.00028970837593078613,0.0001598978415131569,-0.00029225368052721024
-0.00040606409311294556,0.00024716369807720184,0.000056811608374118805
-0.0000569978728890419,0.00004354305565357208,-0.0002631652168929577
-0.00026061851531267166,-0.00004372280091047287,-0.00040860893204808235
-0.0003478843718767166,-0.00010190252214670181,-0.00011772150173783302
-0.0005805967375636101,0.000014454126358032227,-0.000030454713851213455
-0.0003769742324948311,0.00007263105362653732,-0.00011772150173783302
-0.00037697236984968185,0.00010171998292207718,-0.00008863257244229317
-0.0005515078082680702,0.00024716369807720184,-0.00008863210678100586
-0.0005515078082680702,0.00010171998292207718,-0.00020498782396316528
-0.0003187982365489006,0.00036351848393678665,0.000056811608374118805
-0.0004351530224084854,0.00004354305565357208,-0.0003213430754840374
-0.0002897074446082115,0.00010171905159950256,-0.0003795209340751171
-0.0003769742324948311,-0.000043723732233047485,-0.00035043107345700264
-0.00026061851531267166,-0.000043723732233047485,-0.00020498782396316528
-0.0005515096709132195,0.00007263105362653732,0.00011498946696519852
-0.00040606409311294556,0.00024716369807720184,-0.00023407675325870514
-0.00034788716584444046,0.00013080984354019165,-0.00017589889466762543
-0.0003478843718767166,0.000014453195035457611,-0.00023407675325870514
